2024	2	18
2024	1	2
2023	8	7
2023	11	4
2023	11	4
2024	4	15
2023	9	6
2023	6	28
2023	8	7
2024	1	18
2024	2	18
2024	1	19
2024	1	18
2024	4	15
2024	4	16
2023	11	3
2023	12	20
2024	2	18
2024	3	18
2023	9	6
2023	12	20
2023	8	6
2024	1	18
2024	5	18
2024	1	18
2023	12	4
2023	12	4
2024	1	19
2024	4	16
2023	11	2
2024	5	18
2023	9	6
2024	3	18
2023	11	3
2023	9	6
2024	3	18
2023	11	3
2023	8	6
2024	2	19
2023	8	6
2024	3	18
2023	11	3
2023	12	4
2024	1	21
2023	10	4
2023	12	4
2024	4	16
2024	1	19
2023	11	2
2024	1	19
2023	12	2
2023	12	4
2024	2	19
2024	1	20
2023	12	4
2024	4	16
2024	4	16
2023	10	4
2023	8	5
2024	4	17
2023	11	2
2023	10	4
2024	1	19
2023	12	3
2024	2	19
2024	1	19
2023	10	4
2023	11	2
2023	8	5
2023	12	3
2024	2	19
2023	8	5
2023	9	5
2024	1	19
2024	2	29
2024	1	20
2024	4	17
2024	5	19
2024	1	20
2024	2	19
2024	1	1
2024	2	29
2023	11	2
2024	2	29
2023	11	2
2023	10	31
2024	2	29
2023	9	5
2024	4	19
2024	1	22
2023	9	5
2023	12	1
2023	12	3
2024	4	17
2023	12	3
2024	4	17
2024	3	19
2024	3	19
2024	1	1
2024	4	17
2024	1	20
2023	9	5
2023	9	5
2024	1	1
2023	11	1
2023	12	2
2024	4	18
2024	1	20
2023	11	1
2024	1	21
2024	1	21
2024	1	1
2023	12	21
2023	12	1
2024	1	1
2023	12	3
2024	2	28
2024	3	19
2023	8	4
2023	12	21
2024	1	29
2023	12	3
2024	2	20
2023	8	4
2024	2	28
2024	1	20
2024	1	29
2024	3	19
2024	4	18
2024	4	18
2024	1	20
2024	2	20
2024	2	28
2023	11	30
2023	12	3
2024	2	28
2024	4	20
2024	2	28
2023	11	1
2023	12	21
2024	3	19
2023	12	21
2023	12	2
2023	11	1
2024	4	18
2024	4	18
2023	12	2
2024	1	21
2024	3	19
2023	12	1
2023	9	4
2024	1	21
2023	12	21
2024	1	22
2024	2	20
2023	11	30
2024	4	19
2023	10	3
2024	4	19
2023	11	1
2023	9	4
2024	1	23
2023	11	1
2024	2	20
2023	9	4
2024	2	27
2023	10	31
2024	1	21
2024	4	19
2023	12	2
2023	12	2
2024	4	19
2023	9	4
2024	2	20
2024	1	21
2023	12	1
2023	9	4
2023	11	30
2023	10	3
2024	4	21
2024	4	19
2023	11	30
2023	10	3
2023	12	31
2024	2	20
2024	2	27
2024	1	22
2024	1	21
2024	4	20
2024	2	27
2024	1	22
2023	11	29
2024	2	27
2023	12	2
2024	1	23
2023	10	3
2024	2	27
2024	4	20
2023	12	2
2024	3	21
2023	10	3
2024	3	20
2023	12	22
2023	12	23
2023	10	31
2024	4	20
2023	11	30
2024	4	20
2023	12	1
2023	12	1
2023	12	30
2024	4	20
2023	9	2
2023	11	29
2023	12	31
2023	11	29
2023	9	3
2023	10	30
2024	1	22
2024	3	20
2024	4	21
2024	1	22
2024	4	22
2024	3	20
2024	1	24
2024	1	23
2023	12	22
2023	9	3
2023	9	3
2023	12	22
2023	9	3
2023	12	31
2024	3	20
2024	4	21
2023	10	31
2024	2	21
2024	3	20
2024	4	21
2023	12	1
2023	12	1
2023	11	29
2023	10	31
2023	11	30
2024	1	22
2024	1	22
2023	12	31
2023	11	29
2024	2	26
2024	1	28
2024	4	21
2024	4	21
2023	12	22
2024	2	25
2024	1	24
2023	12	31
2023	12	1
2024	2	22
2023	12	22
2023	11	28
2024	3	21
2023	9	2
2023	12	31
2023	10	31
2023	12	22
2024	1	23
2023	10	31
2024	2	26
2023	12	23
2024	1	28
2024	1	28
2024	2	26
2024	3	22
2024	2	26
2024	1	28
2023	9	1
2024	2	21
2023	11	29
2023	9	2
2023	11	30
2024	4	22
2023	11	30
2023	12	24
2024	2	21
2023	9	2
2024	1	23
2024	3	21
2023	9	2
2023	11	28
2024	4	22
2024	3	22
2024	4	22
2023	12	30
2024	4	22
2024	1	23
2023	12	23
2024	2	21
2024	2	21
2023	11	30
2023	11	30
2023	10	2
2024	3	21
2023	12	24
2024	3	22
2024	3	21
2024	3	27
2024	1	23
2024	3	28
2023	11	29
2023	11	28
2023	12	24
2023	12	29
2024	3	21
2024	3	28
2024	1	24
2023	11	28
2024	1	23
2023	11	24
2023	10	30
2023	10	2
2023	10	2
2023	8	31
2023	9	1
2023	12	30
2023	12	23
2024	3	22
2023	9	1
2023	12	23
2023	12	25
2023	11	27
2024	3	23
2024	1	25
2023	12	29
2023	11	24
2023	11	24
2023	11	29
2023	12	24
2023	11	29
2023	11	28
2024	2	25
2023	11	24
2023	12	23
2024	1	24
2023	12	29
2023	12	23
2024	2	22
2024	3	22
2023	12	25
2024	2	24
2023	10	30
2024	3	23
2023	12	30
2023	11	29
2023	12	25
2023	12	28
2024	3	27
2023	10	29
2024	2	25
2023	12	30
2024	2	25
2023	11	27
2024	3	22
2024	1	25
2024	3	23
2024	3	22
2024	3	26
2023	12	30
2024	3	24
